customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
5259138,502,France,Male,62,2,0.0,3,0,1,98158.76,1
13732767,540,Spain,Male,41,3,768.65,1,0,1,174863.13,0
9961203,546,Germany,Male,36,5,124509.62,1,1,1,154036.92,0
14372422,729,Germany,Female,49,5,105416.8,3,1,0,149464.5,1
2428902,460,Germany,Male,39,9,126322.92,1,1,0,104441.3,1
6535298,703,France,Male,43,5,0.0,1,0,1,130349.24,1
11722751,641,France,Male,33,8,126597.94,2,1,0,138301.96,0
11468085,574,Germany,Male,47,7,118151.57,1,0,0,144306.98,0
3648096,494,Germany,Male,50,9,129252.21,2,1,0,173293.46,0
3638891,489,Spain,Female,68,5,96608.34,1,1,0,106243.35,1
12879883,506,Spain,Male,39,5,111690.6,1,0,0,128644.12,1
4252434,566,Germany,Male,23,9,86023.8,2,1,1,70896.28,1
13036782,639,Germany,Male,65,8,129668.14,1,1,0,155076.21,1
1856473,540,Spain,Female,41,7,127692.49,3,1,1,46352.81,1
315845,548,France,Male,39,4,123928.87,1,1,1,111773.9,1
7131910,683,France,Female,34,1,2155.65,2,0,0,3555.44,0
13890907,680,France,Male,44,6,143158.18,2,1,1,19191.61,0
14856501,514,Spain,Male,56,7,117451.99,1,0,0,131298.26,1
135842,458,Germany,Male,46,7,144724.98,1,1,0,139779.06,0
14178115,715,France,Male,42,10,78935.44,2,1,0,13339.55,0
12294219,580,France,Female,35,9,0.0,2,0,0,179098.84,0
