customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
5310563,822,France,Female,48,4,0.0,4,1,0,15676.43,1
14035149,765,Spain,Male,40,7,894.79,1,1,0,180251.96,0
5419111,443,France,Male,43,5,119487.62,1,1,0,20450.06,0
16314851,812,France,Female,32,7,106123.37,1,1,1,33370.57,0
4672837,531,France,Male,49,8,0.0,1,1,0,39991.7,0
12967140,545,Spain,Female,37,7,170.93,2,1,1,110974.17,0
10591189,823,Spain,Male,26,2,2923.69,2,1,1,81716.09,0
2840092,659,Spain,Female,30,1,0.0,2,1,1,141203.95,0
1053782,632,Germany,Male,36,7,180426.61,2,1,1,103214.35,0
13428006,558,Germany,Female,27,8,126865.0,1,1,1,77924.73,1
14305470,509,France,Female,47,4,51525.37,1,1,0,97226.95,1
1451299,492,Germany,Male,39,7,106511.08,1,1,0,50248.18,0
691147,603,Spain,Female,43,4,1060.58,1,0,1,109463.04,0
6948175,631,Germany,Female,30,8,137706.19,2,0,1,53983.12,0
15499935,478,France,Female,30,2,112570.29,3,1,0,38822.45,1
6943995,655,France,Male,27,8,156545.06,2,1,0,165105.72,0
5017602,797,Spain,Male,32,8,126928.88,2,1,0,173724.12,0
12853260,696,France,Female,37,3,489.02,2,0,1,114729.23,0
5776327,500,France,Female,31,4,114892.98,2,0,0,195438.58,0
9500223,825,Germany,Male,32,4,124411.57,1,1,1,89045.29,1
7259282,650,France,Female,39,7,0.0,1,1,1,47773.77,1
8205595,451,France,Female,41,2,88501.67,1,1,1,18784.35,0
13438776,719,France,Female,40,4,105050.0,1,1,1,103483.24,1
6611025,523,France,Male,43,5,0.0,2,1,1,146412.31,0
14228644,542,France,Male,41,7,0.0,1,1,1,10735.26,1
14397014,484,France,Female,32,4,139255.86,1,1,0,105909.61,0
12630273,639,France,Female,58,5,0.0,1,1,0,108847.01,1
3851236,681,France,Female,38,7,0.0,1,1,1,66075.63,0
1673188,830,Germany,Female,44,3,74107.15,1,1,0,56204.94,1
821261,504,France,Male,36,4,140033.4,1,0,0,105840.23,0
7413302,416,France,Male,33,7,178118.67,1,0,0,85925.03,0
9264680,850,France,Female,34,3,107291.59,1,1,0,176213.7,1
5259138,459,France,Male,62,2,0.0,1,1,0,79086.81,1
13732767,771,France,Female,34,3,832.8,2,0,1,68265.63,0
9961203,480,France,Male,40,8,145204.72,1,1,1,190285.98,0
14372422,697,Germany,Female,26,5,51242.62,3,1,1,36146.66,1
2428902,558,Spain,Female,29,8,139248.87,1,1,0,164426.4,0
6535298,505,France,Female,40,4,94122.21,1,0,1,62745.1,0
11722751,739,France,Female,24,8,92829.77,2,1,0,102073.73,1
11468085,822,Spain,Male,40,7,135908.13,1,1,1,144248.34,0
3648096,522,Germany,Female,41,9,189490.4,2,1,0,183060.82,0
3638891,487,France,Female,75,7,146447.85,1,1,1,31516.9,1
12879883,654,France,Female,43,5,244.28,2,0,1,107598.09,1
4252434,496,France,Male,28,8,0.0,2,1,1,112236.0,0
13036782,691,Spain,Male,30,8,114171.58,2,1,1,128766.88,0
1856473,651,Germany,Female,63,7,107597.59,1,1,1,76936.21,1
315845,473,Germany,Male,42,4,114546.54,1,1,1,108891.26,0
7131910,742,France,Female,32,1,115703.58,2,0,1,11.58,0
13890907,646,France,Male,36,6,118421.21,1,1,0,128525.04,0
14856501,549,France,Male,36,1,163962.63,1,1,1,51743.76,0
135842,687,France,Female,46,7,118929.48,1,0,1,127362.07,0
14178115,703,Germany,Female,63,4,85185.02,1,1,0,17387.52,1
12294219,391,France,Female,74,9,104389.23,1,1,0,25614.37,1
